id	vehicle_sn	color	begin_date	firmware_version	total_flight_count	total_flight_duration	home_lat	home_lon	start_lat	start_lon	end_lat	end_lon	cam_id	duration	ground_distance	mean_wind_speed	max_wind_speed	max_temperature	min_altitude	max_altitude	max_height	max_dist	working_area_radius	working_area_ceiling	begin_battery_voltage	end_battery_voltage	min_return_to_home_ratio	link_quality	landing_type	mission_area	mission_param	flight_param	photo_count	log_file	bbx_file	base_logFile	gps_info	correction_source	
{369e465a-5c79-4fca-8eb9-705a6a061725}	EB-03-14236	#0000ff	2019-06-25 13:47:27	drone=3.5.0126;gnss=5.00(29857);payload=1.3.0	12	52371.9	-3.0633168	39.6192984	-3.0633058	39.6193045	-3.0632214	39.6192482	30	1268.92	15697.5	7.49506461015697	10.1239099502563	65.5100021362305	117.097457885742	290.978607177734	158.52375793457	2369.81982421875	3000	220	11.9004	11.0124	0.115161687135696	0.958893864809202	2	-3.05918829,39.61808792;-3.05364179,39.61337635;-3.05033548,39.61280296;-3.04792601,39.61082711;-3.04609263,39.60705857;-3.04537690,39.60407105;-3.04368094,39.60018944;-3.04366897,39.59772339;-3.07551511,39.60266441;-3.08729114,39.61211375;-3.08550504,39.61958883;	HorizontalMapping(longitudinalOverlap=0.60;lateralOverlap=0.70;resolution=4.00;reversed=0;perpendicular=0;interlaced=0;elevation=1;takeOff=0;missionArea=7579265.3;centroidLat=-3.065355;centroidLon=39.609345):	windCheck=1;poorGpsCheck=1;groundProximityCheck=1;cameraCheck=1;enduranceCheck=1;linkLostCheck=1;groundSensor=1;allowedManual=1;	172	logs/2019-06-25 10h19.02/EB-03-14236_0018_em.bb3	EB-03-14236_0018.bb3		minSat=10;maxSat=11;db=42.5;	-1	
{a0a75f75-6d28-4544-a7f5-5e5b6f9d64ec}	EB-03-14236	#0000ff	2019-06-26 04:01:50	drone=3.5.0126;gnss=5.00(29857);payload=1.3.0	13	54639	-3.0757291	39.6265547	-3.0757294	39.626556	-3.0757745	39.626594	30	2267.04	27060.9	5.56699997375746	5.89856481552124	60.7099990844727	112.914619445801	286.313293457031	172.454437255859	2685.00561523438	3000	220	12.4285	10.9849	0.0552727170288563	0.982222792833318	2	-3.05918829,39.61808792;-3.05364179,39.61337635;-3.05033548,39.61280296;-3.04792601,39.61082711;-3.04609263,39.60705857;-3.04537690,39.60407105;-3.04368094,39.60018944;-3.04366897,39.59772339;-3.07551511,39.60266441;-3.08729114,39.61211375;-3.08550504,39.61958883;	HorizontalMapping(longitudinalOverlap=0.60;lateralOverlap=0.70;resolution=4.00;reversed=0;perpendicular=0;interlaced=0;elevation=1;takeOff=0;missionArea=7579265.3;centroidLat=-3.065355;centroidLon=39.609345):	windCheck=1;poorGpsCheck=1;groundProximityCheck=1;cameraCheck=1;enduranceCheck=1;linkLostCheck=1;groundSensor=1;allowedManual=1;	344	logs/2019-06-25 10h19.02/EB-03-14236_0019_em.bb3	EB-03-14236_0019.bb3		minSat=9;maxSat=12;db=42.7;	-1	
{7dee991e-50d2-40f3-9425-a1a12cd1fd7c}	EB-03-14236	#0000ff	2019-06-26 04:40:58	drone=3.5.0126;gnss=5.00(29857);payload=1.3.0	14	55915.5	-3.0757291	39.6265547	-3.0757294	39.626556	-3.0758028	39.6266034	30	1276.55	14883.5	4.43862956768152	5.89856481552124	64.6999969482422	109.60555267334	274.940185546875	164.273345947266	2241.24584960938	3000	220	12.513	11.4136	7.07150840759277	0.939960032402077	2	-3.05918829,39.61808792;-3.05364179,39.61337635;-3.05033548,39.61280296;-3.04792601,39.61082711;-3.04609263,39.60705857;-3.04537690,39.60407105;-3.04368094,39.60018944;-3.04366897,39.59772339;-3.07551511,39.60266441;-3.08729114,39.61211375;-3.08550504,39.61958883;	HorizontalMapping(longitudinalOverlap=0.60;lateralOverlap=0.70;resolution=4.00;reversed=0;perpendicular=0;interlaced=0;elevation=1;takeOff=0;missionArea=7579265.3;centroidLat=-3.065355;centroidLon=39.609345):	windCheck=1;poorGpsCheck=1;groundProximityCheck=1;cameraCheck=1;enduranceCheck=1;linkLostCheck=1;groundSensor=1;allowedManual=1;	149	logs/2019-06-25 10h19.02/EB-03-14236_0020_em.bb3	EB-03-14236_0020.bb3		minSat=9;maxSat=10;db=42.0;	-1	
{8633ed3c-0395-44fb-8c4d-3b0dc286b002}	EB-03-14236	#0000ff	2019-07-18 08:40:44	drone=3.5.0126;gnss=5.00(29857);payload=1.3.0	15	58014.2	-0.5782539	37.028081	-0.5782543	37.0280612	-0.5782874	37.028333	30	2098.23	26759.1	2.85712320991278	3.53425264358521	53.578125	1752.68115234375	1962.73901367188	210.020141601562	1898.93273925781	2500	260	12.3713	10.9995	1.89695930480957	0.9937326661245	2	-0.56585206,37.03138559;-0.56448079,37.02979829;-0.56397159,37.02632158;-0.56434467,37.02517167;-0.56588159,37.02331824;-0.56515872,37.02099334;-0.57037618,37.01360962;-0.57105101,37.01678312;-0.57252033,37.01926896;-0.57563153,37.02022479;-0.57739693,37.01934856;-0.57974080,37.02213827;-0.58335652,37.02547961;-0.58503255,37.02910542;-0.58777119,37.02913011;-0.59051723,37.03170699;	HorizontalMapping(longitudinalOverlap=0.60;lateralOverlap=0.70;resolution=4.00;reversed=0;perpendicular=0;interlaced=0;elevation=1;takeOff=0;missionArea=2922517.2;centroidLat=-0.574132;centroidLon=37.025664):	windCheck=1;poorGpsCheck=1;groundProximityCheck=1;cameraCheck=1;enduranceCheck=1;linkLostCheck=1;groundSensor=1;allowedManual=1;	347	logs/2019-07-18 08h49.47/EB-03-14236_0021_em.bb3	EB-03-14236_0021.bb3		minSat=9;maxSat=10;db=42.7;	-1	
{c6058914-b87d-4828-8873-0ca994ce9d27}	EB-03-14236	#0000ff	2019-07-18 09:18:08	drone=3.5.0126;gnss=5.00(29857);payload=1.3.0	16	60168.4	-0.5781654	37.0279918	-0.5781667	37.0279921	-0.578226	37.0284421	30	2153.36	27179.8	2.11102502201199	3.53425264358521	58.9199981689453	1749.72253417969	1942.951171875	193.238403320312	1480.5732421875	2500	260	12.4534	10.9763	3.35917782783508	0.997759474427082	2	-0.56585206,37.03138559;-0.56448079,37.02979829;-0.56397159,37.02632158;-0.56434467,37.02517167;-0.56588159,37.02331824;-0.56515872,37.02099334;-0.57037618,37.01360962;-0.57105101,37.01678312;-0.57252033,37.01926896;-0.57563153,37.02022479;-0.57739693,37.01934856;-0.57974080,37.02213827;-0.58335652,37.02547961;-0.58503255,37.02910542;-0.58777119,37.02913011;-0.59051723,37.03170699;	HorizontalMapping(longitudinalOverlap=0.60;lateralOverlap=0.70;resolution=4.00;reversed=0;perpendicular=0;interlaced=0;elevation=1;takeOff=0;missionArea=2922517.2;centroidLat=-0.574132;centroidLon=37.025664):	windCheck=1;poorGpsCheck=1;groundProximityCheck=1;cameraCheck=1;enduranceCheck=1;linkLostCheck=1;groundSensor=1;allowedManual=1;	378	logs/2019-07-18 08h49.47/EB-03-14236_0022_em.bb3	EB-03-14236_0022.bb3		minSat=9;maxSat=11;db=43.0;	-1	
{dd51ef6d-3569-4511-9b01-225de61b4920}	EB-03-14236	#0000ff	2019-07-18 10:06:35	drone=3.5.0126;gnss=5.00(29857);payload=1.3.0	17	61568.4	-0.5782633	37.0281651	-0.5782607	37.0281668	-0.5785055	37.0284462	30	1400.4	17452.4	2.49440311150009	3.63275980949402	58.412109375	1750.2236328125	1920.7978515625	170.921020507812	1476.146484375	2500	260	12.4141	11.2481	6.67974853515625	0.996776976269051	2	-0.56585206,37.03138559;-0.56448079,37.02979829;-0.56397159,37.02632158;-0.56434467,37.02517167;-0.56588159,37.02331824;-0.56515872,37.02099334;-0.57037618,37.01360962;-0.57105101,37.01678312;-0.57252033,37.01926896;-0.57563153,37.02022479;-0.57739693,37.01934856;-0.57974080,37.02213827;-0.58335652,37.02547961;-0.58503255,37.02910542;-0.58777119,37.02913011;-0.59051723,37.03170699;	HorizontalMapping(longitudinalOverlap=0.60;lateralOverlap=0.70;resolution=4.00;reversed=0;perpendicular=0;interlaced=0;elevation=1;takeOff=0;missionArea=2922517.2;centroidLat=-0.574132;centroidLon=37.025664):	windCheck=1;poorGpsCheck=1;groundProximityCheck=1;cameraCheck=1;enduranceCheck=1;linkLostCheck=1;groundSensor=1;allowedManual=1;	206	logs/2019-07-18 08h49.47/EB-03-14236_0023_em.bb3	EB-03-14236_0023.bb3		minSat=9;maxSat=11;db=41.0;	-1	
{f957141b-0f4a-442e-8c02-9694d272d5c7}	EB-03-14236	#0000ff	2019-08-06 10:37:32	drone=3.5.0126;gnss=5.00(29857);payload=1.3.0	18	62953.9	-0.9660211	37.0488213	-0.9660252	37.0488172	-0.9660172	37.0488503	30	1385.86	17643.1	2.21491978691173	3.80004453659058	67.435546875	1550.44775390625	1686.10290527344	137.681518554688	1511.60168457031	2500	150	12.4191	11.327	8.61196327209473	0.978761874457697	2	-0.95911531,37.05925741;-0.95505529,37.05409568;-0.95809324,37.04978951;-0.96006244,37.05129926;-0.96098603,37.05191777;-0.95943092,37.05454178;-0.95946317,37.05725325;	HorizontalMapping(longitudinalOverlap=0.60;lateralOverlap=0.70;resolution=2.80;reversed=0;perpendicular=0;interlaced=0;elevation=1;takeOff=0;missionArea=325778.6;centroidLat=-0.958097;centroidLon=37.053989):	windCheck=1;poorGpsCheck=1;groundProximityCheck=1;cameraCheck=1;enduranceCheck=1;linkLostCheck=1;groundSensor=1;allowedManual=1;	249	logs/2019-08-06 13h19.44/EB-03-14236_0024_em.bb3	EB-03-14236_0024.bb3		minSat=9;maxSat=11;db=42.0;	-1	
{772a711f-009b-4c34-ac38-168b93182fb4}	EB-03-14236	#0000ff	2019-08-07 08:39:44	drone=3.5.0126;gnss=5.00(29857);payload=1.3.0	19	65009	-0.9660254	37.0491036	-0.9660164	37.0491084	-0.9660542	37.0491033	30	2055.99	25819.8	1.8178892242532	2.52308249473572	60.0699996948242	1546.85119628906	1679.68933105469	134.571899414062	1421.99523925781	2500	150	12.3654	10.9639	1.18848764896393	0.994031428729117	2	-0.95519306,37.05400613;-0.95825912,37.04980560;-0.96116158,37.05174060;-0.96394574,37.05752077;-0.96262627,37.05986057;-0.96065052,37.05822987;-0.95875663,37.05827763;	HorizontalMapping(longitudinalOverlap=0.60;lateralOverlap=0.70;resolution=2.80;reversed=0;perpendicular=0;interlaced=0;elevation=1;takeOff=0;missionArea=567158.5;centroidLat=-0.959692;centroidLon=37.054855):	windCheck=1;poorGpsCheck=1;groundProximityCheck=1;cameraCheck=1;enduranceCheck=1;linkLostCheck=1;groundSensor=1;allowedManual=1;	427	logs/2019-08-06 13h19.44/EB-03-14236_0025_em.bb3	EB-03-14236_0025.bb3		minSat=9;maxSat=11;db=42.9;	-1	
{6dcc2360-aac7-4ed1-a84c-450fedb6fd30}	EB-03-14236	#0000ff	2019-08-07 09:20:10	drone=3.5.0126;gnss=5.00(29857);payload=1.3.2	20	66603.9	-0.9660254	37.0491036	-0.9660164	37.0491084	-0.9660186	37.0490773	22	1594.89	19682.8	2.19177260827188	2.9111967086792	83.8099975585938	1549.02221679688	1679.48071289062	133.11328125	1403.50939941406	2500	150	12.3502	10.6874	0.0452859550714493	0.996051639228503	2	-0.95519306,37.05400613;-0.95825912,37.04980560;-0.96116158,37.05174060;-0.96394574,37.05752077;-0.96262627,37.05986057;-0.96065052,37.05822987;-0.95875663,37.05827763;	HorizontalMapping(longitudinalOverlap=0.80;lateralOverlap=0.60;resolution=11.00;reversed=0;perpendicular=0;interlaced=0;elevation=1;takeOff=0;missionArea=567158.5;centroidLat=-0.959692;centroidLon=37.054855):	windCheck=1;poorGpsCheck=1;groundProximityCheck=1;cameraCheck=1;enduranceCheck=1;linkLostCheck=1;groundSensor=1;allowedManual=1;	471	logs/2019-08-06 13h19.44/EB-03-14236_0026_em.bb3	EB-03-14236_0026.bb3		minSat=10;maxSat=12;db=39.3;	-1	
{39ff0091-a16d-46c6-9bfb-1a5f91a461d9}	EB-03-14236	#0000ff	2019-08-07 09:47:45	drone=3.5.0126;gnss=5.00(29857);payload=1.3.2	21	67063.2	-0.9660254	37.0491036	-0.9660164	37.0491084	-0.9660359	37.0490912	22	459.183	5526.86	1.68649107480607	2.9111967086792	81.5999984741211	1547.00903320312	1671.19738769531	123.81201171875	1349.14025878906	2500	150	12.3126	11.5959	12.9602937698364	0.997327599060881	2	-0.95519306,37.05400613;-0.95825912,37.04980560;-0.96116158,37.05174060;-0.96394574,37.05752077;-0.96262627,37.05986057;-0.96065052,37.05822987;-0.95875663,37.05827763;	HorizontalMapping(longitudinalOverlap=0.80;lateralOverlap=0.60;resolution=11.00;reversed=0;perpendicular=0;interlaced=0;elevation=1;takeOff=0;missionArea=567158.5;centroidLat=-0.959692;centroidLon=37.054855):	windCheck=1;poorGpsCheck=1;groundProximityCheck=1;cameraCheck=1;enduranceCheck=1;linkLostCheck=1;groundSensor=1;allowedManual=1;	47	logs/2019-08-06 13h19.44/EB-03-14236_0027_em.bb3	EB-03-14236_0027.bb3		minSat=10;maxSat=12;db=39.0;	-1	
{da56dd8c-bbae-4f54-8550-b4f87da5d97b}	EB-03-14236	#0000ff	2019-08-08 09:32:37	drone=3.5.0126;gnss=5.00(29857);payload=1.3.0	22	68781.9	-0.7054344	36.29977	-0.7055186	36.2997301	-0.7055774	36.299738	30	1718.92	22018.1	4.37106240079309	6.73694896697998	65.3899993896484	1937.080078125	2142.79541015625	206.231323242188	1572.81420898438	3500	220	12.4473	10.996	1.51356101036072	0.992897917107141	2	-0.70879754,36.29501539;-0.70799132,36.29586821;-0.71321841,36.29967366;-0.71030385,36.30355104;-0.70361579,36.29885272;-0.70147049,36.29712324;-0.69591878,36.29309177;-0.69980560,36.28809141;	HorizontalMapping(longitudinalOverlap=0.60;lateralOverlap=0.70;resolution=4.00;reversed=0;perpendicular=0;interlaced=0;elevation=1;takeOff=0;missionArea=1258051.8;centroidLat=-0.704458;centroidLon=36.295763):	windCheck=1;poorGpsCheck=1;groundProximityCheck=1;cameraCheck=1;enduranceCheck=1;linkLostCheck=1;groundSensor=1;allowedManual=1;	263	logs/2019-08-08 11h43.23/EB-03-14236_0028_em.bb3	EB-03-14236_0028.bb3		minSat=10;maxSat=12;db=42.5;	-1	
